CASE_NUMBER,BARRACK,ACC_DATE,ACC_TIME,ACC_TIME_CODE,DAY_OF_WEEK,ROAD,INTERSECT_ROAD,DIST_FROM_INTERSECT,DIST_DIRECTION,CITY_NAME,COUNTY_CODE,COUNTY_NAME,VEHICLE_COUNT,PROP_DEST,INJURY,COLLISION_WITH_1,COLLISION_WITH_2
1267000296,Essex,01/08/2012 12:00:00 AM,3:01,1,SUNDAY   ,IS 00695 BALTO BELTWAY,MD 00122 SECURITY BLVD,0.5,N,Not Applicable,3,Baltimore,2,NO,YES,VEH,OTHER-COLLISION
1266000319,College Park,01/08/2012 12:00:00 AM,15:01,4,SUNDAY   ,US 00001 BALTIMORE AVE,US 00495 CAPITOL BELTWAY,0.5,N,Not Applicable,16,Prince Georges,3,YES,NO,VEH,VEH
1266000318,College Park,01/08/2012 12:00:00 AM,14:01,4,SUNDAY   ,US 00001 BALTIMORE AVE,CO 04788 ACADEMY LA,0.1,S,Not Applicable,16,Prince Georges,3,NO,YES,VEH,VEH
1265000248,Glen Burnie,01/08/2012 12:00:00 AM,23:01,6,SUNDAY   ,US 00050 BLUE STAR MEM HWY,MD 00908 OCEANIC DR,250,W,Not Applicable,2,Anne Arundel,1,NO,YES,ANIMAL,OTHER-COLLISION
1265000247,Glen Burnie,01/08/2012 12:00:00 AM,23:01,6,SUNDAY   ,US 00050 BLUE STAR MEM HWY,MD 00908 OCEANIC DR,250,W,Not Applicable,2,Anne Arundel,1,YES,NO,ANIMAL,OTHER-COLLISION
1265000237,Glen Burnie,01/08/2012 12:00:00 AM,14:01,4,SUNDAY   ,MD 00176 DORSEY RD,MD 00162 AVIATION BLVD,0,U,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1265000226,Glen Burnie,01/08/2012 12:00:00 AM,2:01,1,SUNDAY   ,MD 00295 BALT/WASH PKWY,CO 00575 HANOVER RD,0.3,N,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1264000376,Hagerstown,01/08/2012 12:00:00 AM,19:01,5,SUNDAY   ,MD 00068 LAPPANS RD,UU 00000  ANTIETAM CRK,30,E,Not Applicable,21,Washington,1,YES,NO,FIXED OBJ,FIXED OBJ
1263000180,Rockville,01/08/2012 12:00:00 AM,13:01,4,SUNDAY   ,IS 00270 EISENHOWER MEMORIAL ,RP 00270 RAMP FR 109 TO 270,0,U,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000381,JFK,01/08/2012 12:00:00 AM,14:01,4,SUNDAY   ,IS 00095 J F K MEMORIAL HWY,MD 00272 NORTH EAST RD,0.5,S,Not Applicable,7,Cecil,2,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1262000375,JFK,01/08/2012 12:00:00 AM,9:01,3,SUNDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE MM 104.0,0,U,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1261000215,Forestville,01/08/2012 12:00:00 AM,18:01,5,SUNDAY   ,IS 00095 CAPITAL BELTWAY,MD 00005 BRANCH AVE,500,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000214,Forestville,01/08/2012 12:00:00 AM,17:01,5,SUNDAY   ,US 00301 CRAIN HWY,CO 00185 CEDARVILLE RD,200,S,Not Applicable,16,Prince Georges,3,YES,NO,VEH,VEH
1261000210,Forestville,01/08/2012 12:00:00 AM,8:01,3,SUNDAY   ,MD 00202 LARGO RD,CO 03428 OLD LARGO RD,0.1,S,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261000209,Forestville,01/08/2012 12:00:00 AM,7:01,2,SUNDAY   ,US 00301 CRAIN HWY,CO 03199 VILLAGE DR,500,N,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261000202,Forestville,01/08/2012 12:00:00 AM,3:01,1,SUNDAY   ,RP 00095 RAMP FR 295 TO IS 95,IS 00095 CAPITAL BELTWAY,0,N,,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261000201,Forestville,01/08/2012 12:00:00 AM,2:01,1,SUNDAY   ,MD 00005 COVENTRY WAY,RP 02005 RP FR CO 2525 TO MD5,25,S,Not Applicable,16,Prince Georges,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1261000200,Forestville,01/08/2012 12:00:00 AM,2:01,1,SUNDAY   ,US 00301 CRAIN HWY,CO 00164 SHORT CUT RD,100,S,Not Applicable,16,Prince Georges,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1258000329,,01/08/2012 12:00:00 AM,15:01,4,SUNDAY   ,MD 00016 HARMONY RD,CO 00161 PINETOWN RD,0.5,N,Not Applicable,5,Caroline,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1258000327,,01/08/2012 12:00:00 AM,13:01,4,SUNDAY   ,CO 00086 CENTRAL AVE,CO 00059 HOLLY RD,100,E,Not Applicable,5,Caroline,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1258000326,Easton,01/08/2012 12:00:00 AM,12:01,4,SUNDAY   ,US 00050 OCEAN GATEWAY,UU 00000 MILE MARKER 61.0,0.5,E,Not Applicable,20,Talbot,2,NO,YES,VEH,NON-COLLISION
1255000336,North East,01/08/2012 12:00:00 AM,17:01,5,SUNDAY   ,MD 00275 PERRYLAWN DR,MD 00276 JACOB TOME MEM HWY,10,S,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1255000319,North East,01/08/2012 12:00:00 AM,11:01,3,SUNDAY   ,US 00040 PULASKI HWY,MD 00007 PHILADELPHIA RD,0,U,Not Applicable,7,Cecil,2,NO,YES,VEH,OTHER-COLLISION
1254000154,Salisbury,01/08/2012 12:00:00 AM,2:01,1,SUNDAY   ,US 00050 SALISBURY BYPASS,US 00050 NAYLOR MILL RD,1000,E,,22,Wicomico,1,YES,NO,ANIMAL,OTHER-COLLISION
1253000278,Bel Air,01/08/2012 12:00:00 AM,21:01,6,SUNDAY   ,MD 00024 VIETNAM VET MEM HWY,CO 00247 PLUMTREE RD,100,N,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000265,Bel Air,01/08/2012 12:00:00 AM,14:01,4,SUNDAY   ,MD 00136 WHITEFORD RD,CO 00104 LINE RD,0.5,S,Not Applicable,12,Harford,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1253000257,Bel Air,01/08/2012 12:00:00 AM,11:01,3,SUNDAY   ,US 00001 CONOWINGO RD,CO 00148 SANDY HOOK RD,0.25,S,Not Applicable,12,Harford,2,NO,YES,VEH,FIXED OBJ
1251000974,Frederick,01/08/2012 12:00:00 AM,17:01,5,SUNDAY   ,MD 00085 BUCKEYSTOWN PIKE,CO 01335 EXECUTIVE WAY,100,N,Not Applicable,10,Frederick,2,YES,NO,FIXED OBJ,VEH
1356000419,Westminster,01/09/2012 12:00:00 AM,14:01,4,MONDAY   ,CO 01043 GEORGETOWN BLVD,MD 00026 LIBERTY RD,0,N,Not Applicable,6,Carroll,,NO,YES,VEH,OTHER-COLLISION
1282000603,Leonardtown,01/09/2012 12:00:00 AM,16:01,5,MONDAY   ,MD 00237 CHANCELLORS RUN RD,CO 00949 SAYRE DR,0,U,Not Applicable,18,St. Marys,2,YES,NO,VEH,OTHER-COLLISION
1282000329,Leonardtown,01/09/2012 12:00:00 AM,16:01,5,MONDAY   ,MD 00237 CHANCELLORS RUN RD,CO 00949 SAYRE DR,5,S,Not Applicable,18,St. Marys,2,NO,YES,VEH,OTHER-COLLISION
1282000325,Leonardtown,01/09/2012 12:00:00 AM,13:01,4,MONDAY   ,MD 00004 PATUXENT BEACH RD,CO 00788 S PATUXENT BEACH RD,0.25,S,Not Applicable,18,St. Marys,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1280000243,Centreville,01/09/2012 12:00:00 AM,15:01,4,MONDAY   ,MD 00300 SUDLERSVILLE RD,MD 00019 MAIN ST,0,U,Not Applicable,17,Queen Annes,2,NO,YES,VEH,OTHER-COLLISION
1280000232,Centreville,01/09/2012 12:00:00 AM,7:01,2,MONDAY   ,MD 00304 RUTHSBURG RD,CO 00093 MASON BRANCH RD,500,W,Not Applicable,17,Queen Annes,1,YES,NO,FIXED OBJ,NON-COLLISION
1280000229,Centreville,01/09/2012 12:00:00 AM,4:01,2,MONDAY   ,US 00050 OCEAN GATEWAY,CO 00323 SCOTTOWN LA,150,W,Not Applicable,17,Queen Annes,1,YES,NO,ANIMAL,OTHER-COLLISION
1267000358,Essex,01/09/2012 12:00:00 AM,21:01,6,MONDAY   ,IS 00795 NORTHWEST EXPRESSWAY,CO 06781 FRANKLIN BLVD,0.5,S,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000351,Essex,01/09/2012 12:00:00 AM,18:01,5,MONDAY   ,IS 00695 BALTO BELTWAY,IS 00095 NO NAME,200,S,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000349,Essex,01/09/2012 12:00:00 AM,16:01,5,MONDAY   ,IS 00695 BALTO BELTWAY,IS 00070 NO NAME,85,S,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1267000319,Essex,01/09/2012 12:00:00 AM,6:01,2,MONDAY   ,IS 00695 BALTO BELTWAY,IS 00070 NO NAME,0.25,N,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000318,Essex,01/09/2012 12:00:00 AM,5:01,2,MONDAY   ,IS 00795 NORTHWEST EXPRESSWAY,RP 00695 RAMP TO IS 695,0,,Not Applicable,3,Baltimore,2,YES,NO,FIXED OBJ,VEH
1266000386,College Park,01/09/2012 12:00:00 AM,23:01,6,MONDAY   ,IS 00095 NO NAME,RP 00095 RP 95 N TO MD 212 E,20,N,Not Applicable,16,Prince Georges,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1266000385,College Park,01/09/2012 12:00:00 AM,23:01,6,MONDAY   ,IS 00495 CAPITAL BELTWAY,IS 00095 NO NAME,100,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1266000375,College Park,01/09/2012 12:00:00 AM,15:01,4,MONDAY   ,CO 00020 SUNNYSIDE AVE,CO 02361 TUCKER ST,0,U,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1266000371,College Park,01/09/2012 12:00:00 AM,15:01,4,MONDAY   ,US 00050 JOHN HANSON HWY,CO 02428 PENNSY DR,0,W,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1266000370,College Park,01/09/2012 12:00:00 AM,14:01,4,MONDAY   ,US 00050 JOHN HANSON HWY,CO 02428 PENNSY DR,0,W,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1266000363,College Park,01/09/2012 12:00:00 AM,9:01,3,MONDAY   ,IS 00095 CAPITAL BELTWAY,US 00001 BALTIMORE AVE,0.25,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1265000273,Glen Burnie,01/09/2012 12:00:00 AM,19:01,5,MONDAY   ,IS 00097 NO NAME,MD 00100 NO NAME,100,S,Not Applicable,2,Anne Arundel,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1265000270,Glen Burnie,01/09/2012 12:00:00 AM,19:01,5,MONDAY   ,IS 00097 NO NAME,RP 00097 RP FR  100 TO I- 97,20,N,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,NON-COLLISION
1265000268,Glen Burnie,01/09/2012 12:00:00 AM,16:01,5,MONDAY   ,IS 00097 NO NAME,  RP FR IS 97 TO 176,10,S,Not Applicable,2,Anne Arundel,1,YES,NO,NON-COLLISION,OTHER-COLLISION
1265000260,Glen Burnie,01/09/2012 12:00:00 AM,11:01,3,MONDAY   ,MD 00032 NO NAME,MD 00032 GAMBRILLS RD,0.5,W,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1264000406,Hagerstown,01/09/2012 12:00:00 AM,13:01,4,MONDAY   ,IS 00070 EISEN MEM HWY,RP 00070 RP FR IS70 TO MD615,500,W,Not Applicable,21,Washington,3,YES,NO,VEH,OTHER-COLLISION
1264000401,Hagerstown,01/09/2012 12:00:00 AM,13:01,4,MONDAY   ,MD 00058 CEARFOSS PIKE,CO 00756 BROADFORDING RD,0.25,W,Not Applicable,21,Washington,2,NO,YES,VEH,OTHER-COLLISION
1263000196,Rockville,01/09/2012 12:00:00 AM,21:01,6,MONDAY   ,IS 00495 CAPITAL BELTWAY,MD 00185 CONNECTICUT AVE,1000,E,Not Applicable,15,Montgomery,2,NO,YES,VEH,OTHER-COLLISION
1263000189,Rockville,01/09/2012 12:00:00 AM,7:01,2,MONDAY   ,IS 00495 CAPITAL BELTWAY,UU 00000 VIRGINIA ST/L,500,E,Not Applicable,15,Montgomery,2,NO,YES,VEH,OTHER-COLLISION
1263000188,Rockville,01/09/2012 12:00:00 AM,6:01,2,MONDAY   ,IS 00495 CAPITAL BELTWAY,MD 00185 CONNECTICUT AVE,0.25,W,Not Applicable,15,Montgomery,2,YES,NO,VEH,OTHER-COLLISION
1262000433,JFK,01/09/2012 12:00:00 AM,20:01,6,MONDAY   ,IS 00095 J F K MEMORIAL HWY,MD 00043 WHITE MARSH BLVD,0,U,Not Applicable,3,Baltimore,,NO,YES,VEH,FIXED OBJ
1262000431,JFK,01/09/2012 12:00:00 AM,19:01,5,MONDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE MM 67.0,0.2,N,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000416,JFK,01/09/2012 12:00:00 AM,11:01,3,MONDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 EXIT #93,200,S,Not Applicable,7,Cecil,3,YES,NO,VEH,OTHER-COLLISION
1261000249,Forestville,01/09/2012 12:00:00 AM,22:01,6,MONDAY   ,MD 00202 LARGO RD,CO 00064 LOTTSFORD RD,150,S,Not Applicable,16,Prince Georges,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1261000248,Forestville,01/09/2012 12:00:00 AM,20:01,6,MONDAY   ,MD 00004 PENNSYLVANIA AVE,CO 04461 OLD MARLBORO PIKE,0,U,Not Applicable,16,Prince Georges,3,NO,YES,VEH,OTHER-COLLISION
1261000240,Forestville,01/09/2012 12:00:00 AM,13:01,4,MONDAY   ,IS 00095 CAPITAL BELTWAY,MD 00414 ST BARNABAS RD,0.1,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000220,Forestville,01/09/2012 12:00:00 AM,5:01,2,MONDAY   ,MD 00004 PENNSYLVANIA AVE,MD 00223 WOODYARD RD,1,S,Not Applicable,16,Prince Georges,3,YES,NO,VEH,VEH
1261000218,Forestville,01/09/2012 12:00:00 AM,23:01,6,MONDAY   ,US 00301 CRAIN HWY,CO 05551 CLYMER DR,100,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,FIXED OBJ
1257000148,Waldorf,01/09/2012 12:00:00 AM,20:01,6,MONDAY   ,MD 00228 BERRY RD,CO 01130 BUNKER HILL RD,50,E,Not Applicable,8,Charles,2,NO,YES,VEH,FIXED OBJ
1256000469,Westminster,01/09/2012 12:00:00 AM,8:01,3,MONDAY   ,MD 00032 SYKESVILLE RD,MD 00851 SPRINGFIELD AVE,0,N,Not Applicable,6,Carroll,2,NO,NO,VEH,VEH
1256000453,Westminster,01/09/2012 12:00:00 AM,20:01,6,MONDAY   ,MD 00097 Littlestown Pike,MD 00496 Bachmans Valley Rd,0,U,Not Applicable,6,Carroll,2,NO,YES,VEH,OTHER-COLLISION
1256000451,Westminster,01/09/2012 12:00:00 AM,19:01,5,MONDAY   ,MD 00091 Gamber Rd,UU 00000 Entrance to Church,0,U,Not Applicable,6,Carroll,2,YES,NO,VEH,OTHER-COLLISION
1256000437,Westminster,01/09/2012 12:00:00 AM,12:01,4,MONDAY   ,MD 00140 Baltimore Blvd,MU 00347 Market Street,100,E,Not Applicable,6,Carroll,3,NO,YES,VEH,VEH
1255000379,North East,01/09/2012 12:00:00 AM,19:01,5,MONDAY   ,MD 00277 FLETCHWOOD RD,OP 00675 PERSIMMON LA,0,U,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1255000374,North East,01/09/2012 12:00:00 AM,17:01,5,MONDAY   ,US 00040 PULASKI HWY,CO 00176 THIOKOL RD,0.25,W,Not Applicable,7,Cecil,2,NO,YES,VEH,OTHER-COLLISION
1255000373,North East,01/09/2012 12:00:00 AM,4:01,2,MONDAY   ,MD 00273 RISING SUN RD,CO 00027 MOUNTAIN RD,0,,Not Applicable,7,Cecil,3,YES,NO,VEH,OTHER-COLLISION
1255000356,North East,01/09/2012 12:00:00 AM,7:01,2,MONDAY   ,MD 00272 NORTH EAST RD,MU 00137 LUMS RD,0,U,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1255000351,North East,01/09/2012 12:00:00 AM,0:01,1,MONDAY   ,MD 00279 ELKTON NEWARK RD,MD 00277 FLETCHWOOD RD,0,U,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1254000184,Salisbury,01/09/2012 12:00:00 AM,17:01,5,MONDAY   ,MD 00675 BI-STATE BLVD,OP 00135 ARCHID DR,50,E,Not Applicable,22,Wicomico,2,NO,YES,VEH,OTHER-COLLISION
1254000176,Salisbury,01/09/2012 12:00:00 AM,9:01,3,MONDAY   ,MD 00346 OLD OCEAN CITY RD,CO 00287 PARKER RD,50,W,Not Applicable,22,Wicomico,2,YES,NO,VEH,OTHER-COLLISION
1253000311,Bel Air,01/09/2012 12:00:00 AM,21:01,6,MONDAY   ,MD 00007 PHILADELPHIA RD,MD 00543 RIVERSIDE PKWY,0.5,W,Not Applicable,12,Harford,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1253000309,Bel Air,01/09/2012 12:00:00 AM,20:01,6,MONDAY   ,MD 00024 ROCKS RD,CO 00083 HOLY CROSS RD,500,N,Not Applicable,12,Harford,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1253000291,Bel Air,01/09/2012 12:00:00 AM,8:01,3,MONDAY   ,MD 00023 NORRISVILLE RD,CO 00040 OLD YORK RD,0.5,S,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000285,Bel Air,01/09/2012 12:00:00 AM,6:01,2,MONDAY   ,MD 00543 FOUNTAIN GREEN RD,CO 00197 THOMAS RUN RD,0,U,Not Applicable,12,Harford,3,NO,YES,VEH,VEH
1252000302,Cumberland,01/09/2012 12:00:00 AM,20:01,6,MONDAY   ,IS 00068 NATIONAL FREEWAY,UU 00000  MILE MARKER 61.0,0,U,Not Applicable,1,Allegany,1,NO,YES,FIXED OBJ,FIXED OBJ
1251001074,Frederick,01/09/2012 12:00:00 AM,18:01,5,MONDAY   ,MD 00180 JEFFERSON PIKE,UU 00000 MD 180 (WB/L),0,U,Not Applicable,10,Frederick,2,YES,NO,VEH,OTHER-COLLISION
1251001043,Frederick,01/09/2012 12:00:00 AM,12:01,4,MONDAY   ,IS 00070 EISENHOWER MEM HWY,UU 00000 INTERSTATE MM 46.0,0,U,Not Applicable,10,Frederick,2,YES,NO,OTHER-COLLISION,FIXED OBJ
1251001011,Frederick,01/09/2012 12:00:00 AM,5:01,2,MONDAY   ,MD 00355 URBANA PIKE,MD 00085 BUCKEYSTOWN PIKE,0,U,Not Applicable,10,Frederick,2,YES,NO,VEH,OTHER-COLLISION
1250000271,Jessup,01/09/2012 12:00:00 AM,9:01,3,MONDAY   ,IS 00070 NO NAME,MD 00032 SYKESVILLE RD,800,W,Not Applicable,13,Howard,1,NO,YES,NON-COLLISION,FIXED OBJ
1250000267,Jessup,01/09/2012 12:00:00 AM,7:01,2,MONDAY   ,IS 00095 NO NAME,MD 00175 WATERLOO RD,1,S,Not Applicable,13,Howard,2,YES,NO,VEH,OTHER-COLLISION
1353000256,Bel Air,01/10/2012 12:00:00 AM,8:01,3,TUESDAY  ,US 00001 BELAIR RD,CO 00345 BROADVIEW AVE,1000,N,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1295000124,Princess Anne,01/10/2012 12:00:00 AM,1:01,1,TUESDAY  ,US 00013 OCEAN HWY,MD 00920 MARKET LA,200,N,Not Applicable,19,Somerset,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1294000239,McHenry,01/10/2012 12:00:00 AM,12:01,4,TUESDAY  ,US 00219 GARRETT HWY,MD 00042 FRIENDSVILLE RD,1500,N,Not Applicable,11,Garrett,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1282000389,Leonardtown,01/10/2012 12:00:00 AM,23:01,6,TUESDAY  ,MD 00235 THREE NOTCH RD,MD 00004 ST ANDREWS CH RD,0,U,Not Applicable,18,St. Marys,2,YES,NO,VEH,FIXED OBJ
1282000379,Leonardtown,01/10/2012 12:00:00 AM,17:01,5,TUESDAY  ,MD 00004 PATUXENT BEACH RD,CO 00234 OAK DR,100,N,Not Applicable,18,St. Marys,3,NO,YES,VEH,VEH
1282000357,Leonardtown,01/10/2012 12:00:00 AM,8:01,3,TUESDAY  ,MD 00004 PATUXENT BEACH RD,CO 00234 OAK DR,0,U,Not Applicable,18,St. Marys,2,NO,YES,VEH,OTHER-COLLISION
1282000353,Leonardtown,01/10/2012 12:00:00 AM,2:01,1,TUESDAY  ,MD 00243 NEWTOWNE NECK RD,CO 01103 TIMBERLINE CT,200,S,Not Applicable,18,St. Marys,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1280000250,Centreville,01/10/2012 12:00:00 AM,0:01,1,TUESDAY  ,US 00050 BLUE STAR MEMORIAL,MD 00835 NESBIT RD,100,E,Not Applicable,17,Queen Annes,1,YES,NO,ANIMAL,OTHER-COLLISION
1267000405,Essex,01/10/2012 12:00:00 AM,19:01,5,TUESDAY  ,IS 00695 BALTO BELTWAY,CO 03334 PROVIDENCE RD,50,E,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000403,,01/10/2012 12:00:00 AM,19:01,5,TUESDAY  ,  ,  ,0,,,,,,NO,NO,VEH,OTHER-COLLISION
1267000402,Essex,01/10/2012 12:00:00 AM,18:01,5,TUESDAY  ,IS 00695 BALTO BELTWAY,UU 00000 EXIT #16,0.25,E,Not Applicable,3,Baltimore,,YES,NO,VEH,VEH
1267000400,Essex,01/10/2012 12:00:00 AM,18:01,5,TUESDAY  ,IS 00695 BALTO BELTWAY,CO 03334 PROVIDENCE RD,20,E,Not Applicable,3,Baltimore,3,YES,NO,VEH,OTHER-COLLISION
1267000383,Essex,01/10/2012 12:00:00 AM,12:01,4,TUESDAY  ,IS 00695 BALTO BELTWAY,MD 00139 CHARLES ST,100,S,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000340,Essex,01/10/2012 12:00:00 AM,12:01,4,TUESDAY  ,IS 00695 BALTO BELTWAY,RP 00070 RP FR I 695 TO I 70,1000,N,Not Applicable,3,Baltimore,,YES,NO,VEH,VEH
1266000434,College Park,01/10/2012 12:00:00 AM,17:01,5,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00295 BALT WASHINGTON PKWY,0.5,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1266000431,College Park,01/10/2012 12:00:00 AM,5:01,2,TUESDAY  ,IS 00595 JOHN HANSON HWY,MD 00704 MARTIN LUTHER KING,0.5,E,Not Applicable,16,Prince Georges,3,YES,NO,VEH,OTHER-COLLISION
1265000285,Glen Burnie,01/10/2012 12:00:00 AM,8:01,3,TUESDAY  ,IS 00695 BALTO BELTWAY,IS 00097 NO NAME,0.1,W,Not Applicable,2,Anne Arundel,4,YES,NO,VEH,OTHER-COLLISION
1264000467,Hagerstown,01/10/2012 12:00:00 AM,16:01,5,TUESDAY  ,CO 01024 EASTERN BLVD,CO 00378 SECURITY RD,500,N,Not Applicable,21,Washington,3,YES,NO,VEH,OTHER-COLLISION
1263000224,Rockville,01/10/2012 12:00:00 AM,17:01,5,TUESDAY  ,IS 00270 EISENHOWER MEM PKWY,MD 00117 W DIAMOND AVE,0.25,N,Not Applicable,15,Montgomery,3,NO,YES,VEH,VEH
1263000203,Rockville,01/10/2012 12:00:00 AM,1:01,1,TUESDAY  ,MD 00193 UNIVERSITY BLVD E,RP 00495 RAMP MD193 TO I495,0,U,Not Applicable,15,Montgomery,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1261000276,Forestville,01/10/2012 12:00:00 AM,18:01,5,TUESDAY  ,MD 00004 PENNSYLVANIA AVE,MD 00337 SUITLAND PKWY,100,S,Not Applicable,16,Prince Georges,2,NO,YES,VEH,OTHER-COLLISION
1261000269,Forestville,01/10/2012 12:00:00 AM,15:01,4,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00414 ST BARNABAS RD,200,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000262,Forestville,01/10/2012 12:00:00 AM,13:01,4,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00214 CENTRAL AVE,0.1,U,Not Applicable,16,Prince Georges,3,YES,NO,NON-COLLISION,VEH
1261000252,Forestville,01/10/2012 12:00:00 AM,8:01,3,TUESDAY  ,MD 00005 BRANCH AVE,MD 00005 COVENTRY WAY,0.1,S,Not Applicable,16,Prince Georges,2,NO,YES,VEH,OTHER-COLLISION
1258000428,,01/10/2012 12:00:00 AM,23:01,6,TUESDAY  ,US 00050 OCEAN GATEWAY,CO 00422 HICKSBURG RD,0.25,E,Not Applicable,9,Dorchester,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1258000411,Easton,01/10/2012 12:00:00 AM,13:01,4,TUESDAY  ,US 00050 OCEAN GATEWAY,UU 00000 MILE MARKER 54.0,0.5,W,Not Applicable,20,Talbot,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1256000482,Westminster,01/10/2012 12:00:00 AM,11:01,3,TUESDAY  ,MD 00032 SYKESVILLE RD,CO 01042 LONDONTOWN BLVD,0,U,Not Applicable,6,Carroll,,YES,NO,VEH,OTHER-COLLISION
1253000344,Bel Air,01/10/2012 12:00:00 AM,17:01,5,TUESDAY  ,CO 01044 ABINGDON RD,US 00040 PULASKI HWY,0,,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000342,Bel Air,01/10/2012 12:00:00 AM,16:01,5,TUESDAY  ,MD 00024 VIET VETS MEM HWY,IS 00095 J F K MEMORIAL HWY,0,U,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000326,Bel Air,01/10/2012 12:00:00 AM,8:01,3,TUESDAY  ,MD 00022 CHURCHVILLE RD,CO 00332 CARSINS RUN RD,0,U,Not Applicable,12,Harford,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1252000350,Cumberland,01/10/2012 12:00:00 AM,14:01,4,TUESDAY  ,CO 00471 COUNTRY CLUB RD,CO 00441 OLD WILLOWBROOK RD,0,U,Not Applicable,1,Allegany,2,YES,NO,VEH,OTHER-COLLISION
1251001226,Frederick,01/10/2012 12:00:00 AM,22:01,6,TUESDAY  ,US 00015 CATOCTIN MT HWY,CO 00073 LOHR RD,100,S,Not Applicable,10,Frederick,1,YES,NO,ANIMAL,OTHER-COLLISION
1251001225,Frederick,01/10/2012 12:00:00 AM,21:01,6,TUESDAY  ,MD 00017 WOLFSVILLE RD,UU 00000 WASHINGTON CO/L,0.2,S,Not Applicable,10,Frederick,1,YES,NO,FIXED OBJ,OTHER-COLLISION
