CASE_NUMBER,BARRACK,ACC_DATE,ACC_TIME,ACC_TIME_CODE,DAY_OF_WEEK,ROAD,INTERSECT_ROAD,DIST_FROM_INTERSECT,DIST_DIRECTION,CITY_NAME,COUNTY_CODE,COUNTY_NAME,VEHICLE_COUNT,PROP_DEST,INJURY,COLLISION_WITH_1,COLLISION_WITH_2
1251000351,Frederick,01/03/2012 12:00:00 AM,23:01,6,TUESDAY  ,IS 00270 EISENHOWER MEM HWY,UU 00000 INTERSTATE MM 24.0,0,U,Not Applicable,10,Frederick,3,YES,NO,FIXED OBJ,OTHER-COLLISION
1251000274,Frederick,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00070 BALTO NATIONAL PIKE,UU 00000 MSP WEIGH STN,500,E,Not Applicable,10,Frederick,1,NO,YES,OTHER-COLLISION,FIXED OBJ
1251000271,Frederick,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00070 BALTO NATIONAL PIKE,MD 00075 GREEN VALLEY RD,400,E,Not Applicable,10,Frederick,2,YES,NO,FIXED OBJ,OTHER-COLLISION
1251000267,Frederick,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00070 BALTO NATIONAL PIKE,CO 01317 OLD NATIONAL PIKE,0.25,E,Not Applicable,10,Frederick,2,NO,YES,VEH,FIXED OBJ
1251000253,Frederick,01/03/2012 12:00:00 AM,6:01,2,TUESDAY  ,US 00015 FREDERICK FREEWAY,UU 00000 MD 26 (WB/L),0.2,N,Not Applicable,10,Frederick,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1251000249,Frederick,01/03/2012 12:00:00 AM,5:01,2,TUESDAY  ,IS 00270 EISENHOWER MEM HWY,MD 00085 BUCKEYSTOWN PIKE,0.5,N,Not Applicable,10,Frederick,2,YES,NO,VEH,OTHER-COLLISION
1351000437,North East,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,MD 00075 GREEN VALLEY RD,CO 00390 WINDSOR RD,0,U,Not Applicable,10,Frederick,1,YES,NO,VEH,OTHER-COLLISION
1351000425,Frederick,01/04/2012 12:00:00 AM,15:01,4,WEDNESDAY,MD 00180 JEFFERSON PIKE,CO 00284 HORINE RD,0,U,Not Applicable,10,Frederick,2,YES,NO,VEH,OTHER-COLLISION
1280000085,Centreville,01/04/2012 12:00:00 AM,8:01,3,WEDNESDAY,MD 00213 CENTREVILLE RD,US 00301 BLUE STAR MEM HWY,0.3,S,Not Applicable,17,Queen Annes,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1267000163,Essex,01/04/2012 12:00:00 AM,23:01,6,WEDNESDAY,MD 00695 BALTO BELTWAY,MD 00151 NORTH POINT BLVD ,0,U,Not Applicable,3,Baltimore,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1267000131,Essex,01/04/2012 12:00:00 AM,8:01,3,WEDNESDAY,IS 00083 JONES FALLS EXPWY,CO 01496 OLD PIMLICO RD,20,N,Not Applicable,3,Baltimore,3,NO,YES,VEH,OTHER-COLLISION
1267000127,Essex,01/04/2012 12:00:00 AM,8:01,3,WEDNESDAY,IS 00695 BALTO BELTWAY,RP 00095 RP IS 695 TO IS 95,0,,Not Applicable,3,Baltimore,,YES,NO,FIXED OBJ,FIXED OBJ
1267000121,Essex,01/04/2012 12:00:00 AM,6:01,2,WEDNESDAY,MD 00025 FALLS RD,CO 07032 JOPPA RD,20,E,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000120,Essex,01/04/2012 12:00:00 AM,6:01,2,WEDNESDAY,IS 00695 BALTO BELTWAY,MD 00041 PERRING PKWY,0.1,E,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,FIXED OBJ
1267000117,Essex,01/04/2012 12:00:00 AM,0:01,1,WEDNESDAY,MD 00695 BALTO BELTWAY,CO 05069 CHESACO AVE,0,U,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1267000112,Essex,01/04/2012 12:00:00 AM,19:01,5,WEDNESDAY,IS 00083 HARRISBURG EXPWY,CO 00197 BELFAST RD,0.3,S,Not Applicable,3,Baltimore,1,NO,YES,VEH,VEH
1266000167,College Park,01/04/2012 12:00:00 AM,19:01,5,WEDNESDAY,IS 00095 NO NAME,RP 00095 RAMP FR 95 TO MD 212,100,S,Not Applicable,16,Prince Georges,1,NO,YES,OTHER-COLLISION,FIXED OBJ
1266000165,College Park,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,IS 00050 JOHN HANSON HWY,IS 00495 CAPITAL BELTWAY,0,N,Not Applicable,16,Prince Georges,3,YES,NO,VEH,OTHER-COLLISION
1266000161,College Park,01/04/2012 12:00:00 AM,15:01,4,WEDNESDAY,IS 00095 NO NAME,IS 00495 CAPITAL BELTWAY,200,S,Not Applicable,16,Prince Georges,3,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1266000143,College Park,01/04/2012 12:00:00 AM,7:01,2,WEDNESDAY,US 00050 JOHN HANSON HWY,MD 00201 KENILWORTH AVE,0.5,E,Not Applicable,16,Prince Georges,2,NO,YES,VEH,OTHER-COLLISION
1265000119,Glen Burnie,01/04/2012 12:00:00 AM,20:01,6,WEDNESDAY,MD 00295 BALT WASH PKWY,IS 00695 BALTO BELTWAY,0.25,N,Not Applicable,2,Anne Arundel,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1265000116,Glen Burnie,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,MD 00695 BALTO BELTWAY,UU 00000 EXIT #3A,500,E,Not Applicable,1,Allegany,4,YES,NO,VEH,VEH
1265000109,Glen Burnie,01/04/2012 12:00:00 AM,13:01,4,WEDNESDAY,IS 00097 NO NAME,MD 00003 ROBERT CRAIN HWY,100,N,Not Applicable,2,Anne Arundel,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1265000105,Glen Burnie,01/04/2012 12:00:00 AM,10:01,3,WEDNESDAY,IS 00595 JOHN HANSON HWY,MD 00424 DAVIDSONVILLE RD,2,W,Not Applicable,2,Anne Arundel,1,NO,YES,NON-COLLISION,FIXED OBJ
1263000086,Rockville,01/04/2012 12:00:00 AM,21:01,6,WEDNESDAY,UU 00000 Parking Lot 711,CO 00109 Lockwood Road,0,U,Not Applicable,15,Montgomery,2,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1263000084,Rockville,01/04/2012 12:00:00 AM,18:01,5,WEDNESDAY,IS 00270 EISENHOWER MEM HWY,IS 00370 NO NAME,200,N,Not Applicable,15,Montgomery,3,NO,YES,VEH,OTHER-COLLISION
1263000081,Rockville,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,IS 00270 EISENHOWER MEM HWY,CO 00212 SHADY GROVE RD,0,U,Not Applicable,15,Montgomery,3,NO,YES,VEH,OTHER-COLLISION
1263000076,Rockville,01/04/2012 12:00:00 AM,15:01,4,WEDNESDAY,IS 00495 CAPITAL BELTWAY,MD 00650 NEW HAMPSHIRE AVE,200,W,Not Applicable,15,Montgomery,2,YES,NO,VEH,OTHER-COLLISION
1263000074,Rockville,01/04/2012 12:00:00 AM,14:01,4,WEDNESDAY,IS 00370 NO NAME,MD 00355 FREDERICK RD,100,W,Not Applicable,15,Montgomery,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1263000069,Rockville,01/04/2012 12:00:00 AM,6:01,2,WEDNESDAY,UU  Ramp to I 370,IS 00270 Eisenhower Mem Pkwy,0,U,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000213,JFK,01/04/2012 12:00:00 AM,23:01,6,WEDNESDAY,MD 00272 North East Road,CO 00000 Lums Road,500,S,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1262000211,JFK,01/04/2012 12:00:00 AM,23:01,6,WEDNESDAY,IS 00095 J F K MEMORIAL HWY,UU 00000 MILE MARKER 72.0,0.6,N,Not Applicable,12,Harford,3,YES,NO,VEH,FIXED OBJ
1262000210,JFK,01/04/2012 12:00:00 AM,23:01,6,WEDNESDAY,IS 00095 J F K MEMORIAL HWY,UU 00000 BALTIMORE CO/L,20,N,Not Applicable,12,Harford,,YES,NO,OTHER-COLLISION,FIXED OBJ
1262000207,JFK,01/04/2012 12:00:00 AM,23:01,6,WEDNESDAY,IS 00095 J F K MEMORIAL HWY,UU 00000 MILE MARKER 72.5,0,U,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1262000205,JFK,01/04/2012 12:00:00 AM,22:01,6,WEDNESDAY,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE 70.0 MM,0.4,N,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000203,JFK,01/04/2012 12:00:00 AM,22:01,6,WEDNESDAY,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE 72.0 MM,0.5,N,Not Applicable,12,Harford,1,YES,NO,VEH,OTHER-COLLISION
1262000202,JFK,01/04/2012 12:00:00 AM,22:01,6,WEDNESDAY,IS 00095 J F K MEMORIAL HWY,UU 00000 EXIT #100A,0.1,N,Not Applicable,7,Cecil,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1261000091,Forestville,01/04/2012 12:00:00 AM,18:01,5,WEDNESDAY,IS 00095 CAPITAL BELTWAY,MD 00005 BRANCH AVE,0.5,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000089,Forestville,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,MD 00005 BRANCH AVE,MD 00005 COVENTRY WAY,100,S,Not Applicable,16,Prince Georges,1,YES,NO,PED,OTHER-COLLISION
1261000086,Forestville,01/04/2012 12:00:00 AM,16:01,5,WEDNESDAY,IS 00095 CAPITAL BELTWAY,CO 00089 D'ARCY RD,0.5,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,FIXED OBJ
1261000085,Forestville,01/04/2012 12:00:00 AM,15:01,4,WEDNESDAY,IS 00095 CAPITAL BELTWAY,MD 00004 PENNSYLVANIA AVE,600,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000068,Forestville,01/04/2012 12:00:00 AM,7:01,2,WEDNESDAY,MD 00214 CENTRAL AVE,IS 00095 CAPITAL BELTWAY,15,E,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1257000064,Waldorf,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,MD 00228 BERRY RD,MD 00229 BENSVILLE RD,0.2,W,Not Applicable,8,Charles,2,NO,YES,VEH,OTHER-COLLISION
1257000062,Waldorf,01/04/2012 12:00:00 AM,16:01,5,WEDNESDAY,CO 00114 ROSEWICK RD,CO 00471 WASHINGTON AVE,0.3,E,Not Applicable,8,Charles,2,YES,NO,VEH,OTHER-COLLISION
1257000055,Waldorf,01/04/2012 12:00:00 AM,9:01,3,WEDNESDAY,MD 00228 BERRY RD,CO 01130 BUNKER HILL RD,100,W,Not Applicable,8,Charles,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1256000185,Westminster,01/04/2012 12:00:00 AM,20:01,6,WEDNESDAY,MD 00832 Old Taneytown Rd,MD 01600 Pleasant Valley Rd,0.5,S,Not Applicable,6,Carroll,2,NO,YES,FIXED OBJ,OTHER-COLLISION
1256000163,Westminster,01/04/2012 12:00:00 AM,12:01,4,WEDNESDAY,MD 00140 Baltimore Blvd,CO 00398 Gorsuch Rd,200,E,Not Applicable,6,Carroll,2,YES,NO,VEH,OTHER-COLLISION
1255000161,North East,01/04/2012 12:00:00 AM,22:01,6,WEDNESDAY,US 00040 PULASKI HWY,CO 00087 BELVIDERE RD,0.25,E,Not Applicable,7,Cecil,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1255000158,North East,01/04/2012 12:00:00 AM,20:01,6,WEDNESDAY,MD 00277 ELK MILLS RD,OP 00038 WRIGHT AVE,25,W,Not Applicable,7,Cecil,2,NO,YES,VEH,OTHER-COLLISION
1254000069,Salisbury,01/04/2012 12:00:00 AM,12:01,4,WEDNESDAY,MD 00353 GUMBORO RD,CO 00074 CASHER WELLS RD,200,N,Not Applicable,22,Wicomico,1,YES,NO,NON-COLLISION,OTHER-COLLISION
1253000098,Bel Air,01/04/2012 12:00:00 AM,9:01,3,WEDNESDAY,US 00001 CONOWINGO RD,MD 00623 CASTLETON RD,0.5,N,Not Applicable,12,Harford,1,NO,YES,OTHER-COLLISION,FIXED OBJ
1251000433,Frederick,01/04/2012 12:00:00 AM,17:01,5,WEDNESDAY,MD 00085 Buckeystown Pike,IS 00270 Eisenhower Mem Hwy,50,S,Not Applicable,10,Frederick,2,NO,YES,VEH,OTHER-COLLISION
1251000372,Frederick,01/04/2012 12:00:00 AM,7:01,2,WEDNESDAY,MU 00032 FREDERICK ST,MU 00030 FULTON AVE,25,W,Walkersville,10,Frederick,,YES,NO,VEH,OTHER-COLLISION
1251000360,Frederick,01/04/2012 12:00:00 AM,5:01,2,WEDNESDAY,US 00015 FREDERICK FREEWAY,RP 01015 RAMP FR US40 TO US15,0,U,Not Applicable,10,Frederick,2,NO,YES,VEH,OTHER-COLLISION
1250000129,Jessup,01/04/2012 12:00:00 AM,15:01,4,WEDNESDAY,IS 00095 NO NAME,CO 00416 GORMAN RD,0.5,N,Not Applicable,13,Howard,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1250000121,Jessup,01/04/2012 12:00:00 AM,10:01,3,WEDNESDAY,IS 00095 NO NAME,RP 00095 MD 175 ,500,N,Not Applicable,13,Howard,1,NO,YES,NON-COLLISION,OTHER-COLLISION
1250000109,Jessup,01/04/2012 12:00:00 AM,6:01,2,WEDNESDAY,IS 00095 NO NAME,RP 00095 MD 100,25,S,Not Applicable,13,Howard,2,NO,YES,VEH,OTHER-COLLISION
1361000134,Forestville,01/05/2012 12:00:00 AM,1:01,1,THURSDAY ,IS 00095 CAPITAL BELTWAY,IS 00595 JOHN HANSON HWY,1,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1358000139,Easton,01/05/2012 12:00:00 AM,11:01,3,THURSDAY ,MD 00404 QUEEN ANNES HWY,CO 00006 NEWTOWN RD,0.5,W,Not Applicable,20,Talbot,1,YES,NO,ANIMAL,OTHER-COLLISION
1282000194,Leonardtown,01/05/2012 12:00:00 AM,17:01,5,THURSDAY ,MD 00246 GREAT MILLS RD,UU 00000 ENT ST MARYS SQUARE,0,U,Not Applicable,18,St. Marys,3,NO,YES,VEH,VEH
1282000173,Leonardtown,01/05/2012 12:00:00 AM,9:01,3,THURSDAY ,MD 00005 POINT LOOKOUT RD,CO 00087 SUNNYSIDE RD,700,S,Not Applicable,18,St. Marys,2,NO,YES,VEH,OTHER-COLLISION
1282000169,Leonardtown,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,MD 00005 POINT LOOKOUT RD,CO 00283 FLAT IRON RD,1000,N,Not Applicable,18,St. Marys,2,YES,NO,VEH,OTHER-COLLISION
1282000167,Leonardtown,01/05/2012 12:00:00 AM,6:01,2,THURSDAY ,MD 00005 POINT LOOKOUT RD,CO 00352 HERMANVILLE RD,5,N,Not Applicable,18,St. Marys,2,NO,YES,VEH,OTHER-COLLISION
1282000165,Leonardtown,01/05/2012 12:00:00 AM,4:01,2,THURSDAY ,MD 00237 CHANCELLORS RUN RD,CO 00931 AMBER DR,500,N,Not Applicable,18,St. Marys,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1280000125,Centreville,01/05/2012 12:00:00 AM,14:01,4,THURSDAY ,MD 00213 CHURCH HILL RD,CO 00007 ROUND TOP RD,0.1,S,Not Applicable,17,Queen Annes,2,NO,YES,VEH,OTHER-COLLISION
1280000111,Centreville,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,US 00050 OCEAN GATEWAY,MD 00213 CENTREVILLE RD,1,S,Not Applicable,17,Queen Annes,2,NO,YES,OTHER-COLLISION,VEH
1280000109,Centreville,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,MD 00300 SUDLERSVILLE RD,CO 00048 PETERS CORNER RD,0.2,W,Not Applicable,17,Queen Annes,1,YES,NO,ANIMAL,OTHER-COLLISION
1280000105,Centreville,01/05/2012 12:00:00 AM,0:01,1,THURSDAY ,US 00050 BLUE STAR MEMORIAL,CO 00185 KENT NARROWS WAY N,0.5,W,Not Applicable,17,Queen Annes,1,YES,NO,NON-COLLISION,FIXED OBJ
1267000197,Essex,01/05/2012 12:00:00 AM,16:01,5,THURSDAY ,CO 00515 DEER PARK RD,OP 00195 ALMART RD,0.5,E,Not Applicable,3,Baltimore,1,YES,NO,ANIMAL,OTHER-COLLISION
1267000187,Essex,01/05/2012 12:00:00 AM,14:01,4,THURSDAY ,IS 00695 BALTO BELTWAY,UU 00000 EXIT #24,0.5,E,Not Applicable,3,Baltimore,3,YES,NO,VEH,OTHER-COLLISION
1267000179,Essex,01/05/2012 12:00:00 AM,12:01,4,THURSDAY ,IS 00083 HARRISBURG EXPWY,CO 00773 PADONIA RD,1000,S,Not Applicable,3,Baltimore,2,YES,NO,OTHER-COLLISION,VEH
1267000169,Essex,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,IS 00695 BALTO BELTWAY,MD 00026 LIBERTY RD,0.5,E,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1266000222,College Park,01/05/2012 12:00:00 AM,21:01,6,THURSDAY ,US 00050 JOHN HANSON HWY,MD 00295 BALT WASH PKWY,0,E,Not Applicable,16,Prince Georges,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1266000221,College Park,01/05/2012 12:00:00 AM,20:01,6,THURSDAY ,IS 00095 CAPITAL BELTWAY,IS 00050 JOHN HANSON HWY,50,S,Not Applicable,16,Prince Georges,1,NO,YES,FIXED OBJ,FIXED OBJ
1254000107,Salisbury,01/05/2012 12:00:00 AM,14:01,4,THURSDAY ,US 00013 N SALISBURY BLVD,CO 00416 NAYLOR MILL RD,0.1,N,Not Applicable,22,Wicomico,4,NO,YES,VEH,VEH
1266000219,College Park,01/05/2012 12:00:00 AM,19:01,5,THURSDAY ,IS 00050 JOHN HANSON HWY,IS 00495 CAPITAL BELTWAY,1000,E,Not Applicable,16,Prince Georges,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1265000162,Glen Burnie,01/05/2012 12:00:00 AM,20:01,6,THURSDAY ,MD 00295 BALTIMORE WASH PKWY,IS 00695 BALTO BELTWAY,1000,S,Not Applicable,2,Anne Arundel,2,NO,YES,VEH,OTHER-COLLISION
1265000160,Glen Burnie,01/05/2012 12:00:00 AM,18:01,5,THURSDAY ,IS 00097 NO NAME,MD 00003 NEW CUT RD/CRAIN HWY,0.1,N,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1265000156,Glen Burnie,01/05/2012 12:00:00 AM,16:01,5,THURSDAY ,MD 00695 BALTO BELTWAY,MD 00002 GOV RITCHIE HWY,1000,E,Not Applicable,2,Anne Arundel,3,YES,NO,VEH,VEH
1265000145,Glen Burnie,01/05/2012 12:00:00 AM,13:01,4,THURSDAY ,MD 00295 BALT WASH PKWY,UU 00000 BALTIMORE CO/L,300,S,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1263000116,Rockville,01/05/2012 12:00:00 AM,22:01,6,THURSDAY ,IS 00495 CAPITAL BELTWAY,MD 00185 CONNECTICUT AVE,0.25,W,Not Applicable,15,Montgomery,2,NO,YES,VEH,FIXED OBJ
1262000269,JFK,01/05/2012 12:00:00 AM,20:01,6,THURSDAY ,IS 00095 J F K MEMORIAL HWY,MD 00272 NORTH EAST RD,0.3,S,Not Applicable,7,Cecil,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261000136,Forestville,01/05/2012 12:00:00 AM,19:01,5,THURSDAY ,MD 00005 BRANCH AVE,MD 00223 WOODYARD RD,100,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000117,Forestville,01/05/2012 12:00:00 AM,11:01,3,THURSDAY ,MD 00202 LARGO RD,CO 02578 KETTERING DR,100,N,Not Applicable,16,Prince Georges,3,YES,NO,VEH,VEH
1261000108,Forestville,01/05/2012 12:00:00 AM,8:01,3,THURSDAY ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,0.1,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000105,Forestville,01/05/2012 12:00:00 AM,8:01,3,THURSDAY ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,500,N,Not Applicable,16,Prince Georges,4,YES,NO,VEH,OTHER-COLLISION
1261000104,Forestville,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,US 00301 CRAIN HWY,CO 03643 QUEEN ANNE BRIDGE RD,250,S,Not Applicable,16,Prince Georges,3,YES,NO,VEH,VEH
1258000232,Easton,01/05/2012 12:00:00 AM,23:01,6,THURSDAY ,MD 00033 ST MICHAELS RD,CO 00179 BROAD CREEK RD,0.1,E,Not Applicable,20,Talbot,1,YES,NO,ANIMAL,OTHER-COLLISION
1258000205,,01/05/2012 12:00:00 AM,3:01,1,THURSDAY ,MD 00404 SHORE HWY,UU 00000 STRUC#5026CHOPTANK R,0,U,Not Applicable,5,Caroline,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1258000201,,01/05/2012 12:00:00 AM,11:01,3,THURSDAY ,MD 00392 FINCHVILE REL. RD,MD 00577 RELIANCE RD ,0,W,Not Applicable,9,Dorchester,3,NO,YES,VEH,OTHER-COLLISION
1258000199,,01/05/2012 12:00:00 AM,9:01,3,THURSDAY ,MD 00016 MT HOLLY RD,CO 00243 CREAMERY RD,20,E,Not Applicable,9,Dorchester,2,YES,NO,VEH,OTHER-COLLISION
1258000189,,01/05/2012 12:00:00 AM,6:01,2,THURSDAY ,MD 00313 SHARPTOWN RD,UU 00000 SHARPTOWN BRIDGE,0,E,Not Applicable,9,Dorchester,1,NO,YES,NON-COLLISION,OTHER-COLLISION
1258000188,,01/05/2012 12:00:00 AM,4:01,2,THURSDAY ,MD 00404 SHORE HWY,UU 00000 STRUC #5026 CHOPTAN,0,U,Not Applicable,5,Caroline,3,YES,NO,FIXED OBJ,OTHER-COLLISION
1258000169,,01/05/2012 12:00:00 AM,0:01,1,THURSDAY ,MD 00313 FEDERALSBURG HWY,CO 00153 DION RD,0.1,S,Not Applicable,5,Caroline,1,YES,NO,NON-COLLISION,OTHER-COLLISION
1257000086,Waldorf,01/05/2012 12:00:00 AM,22:01,6,THURSDAY ,MD 00006 CHARLES ST,CO 01379 FARM DR,100,W,Not Applicable,8,Charles,1,YES,NO,ANIMAL,OTHER-COLLISION
1257000074,Waldorf,01/05/2012 12:00:00 AM,9:01,3,THURSDAY ,MD 00005 LEONARDTOWN RD,CO 01149 BRYANTOWN RD,75,N,Not Applicable,8,Charles,3,YES,NO,VEH,VEH
1256000238,Westminster,01/05/2012 12:00:00 AM,16:01,5,THURSDAY ,MD 00026 Liberty Rd,CO 00275 Franklinville Rd,0,U,Not Applicable,6,Carroll,2,NO,YES,VEH,OTHER-COLLISION
1256000219,Westminster,01/05/2012 12:00:00 AM,11:01,3,THURSDAY ,MD 00140 Baltimore Blvd,CO 01285 Michele Brauning Dr,200,S,Not Applicable,6,Carroll,3,YES,NO,VEH,OTHER-COLLISION
1255000195,North East,01/05/2012 12:00:00 AM,22:01,6,THURSDAY ,MD 00282 CRYSTAL BEACH RD,CO 00302 CABIN JOHN RD,0.1,E,Not Applicable,7,Cecil,1,YES,NO,ANIMAL,NON-COLLISION
1255000182,North East,01/05/2012 12:00:00 AM,12:01,4,THURSDAY ,MD 00273 RISING SUN RD,UU 00000 SPUR TO & FR US 1,0,U,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1255000175,North East,01/05/2012 12:00:00 AM,8:01,3,THURSDAY ,US 00040 PULASKI HWY,UU 00000 COOL SPRINGS RD,0.2,E,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1255000172,North East,01/05/2012 12:00:00 AM,5:01,2,THURSDAY ,CO 00129 NAZARENE CAMP RD,MD 00272 NORTH EAST RD,50,E,Not Applicable,7,Cecil,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1254000105,Salisbury,01/05/2012 12:00:00 AM,14:01,4,THURSDAY ,US 00013 N SALISBURY BLVD,CO 00406 W ZION RD/ZION RD,500,S,Not Applicable,22,Wicomico,2,NO,YES,VEH,OTHER-COLLISION
1254000092,Salisbury,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,MD 00350 MT HERMON RD,CO 00256 MORRIS RD,100,W,Not Applicable,22,Wicomico,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1253000159,Bel Air,01/05/2012 12:00:00 AM,19:01,5,THURSDAY ,US 00040 PULASKI HWY,MD 00152 MOUNTAIN RD,300,E,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000150,Bel Air,01/05/2012 12:00:00 AM,14:01,4,THURSDAY ,MD 00147 HARFORD RD,CO 01037 CONNOLLY RD,0,U,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000131,Bel Air,01/05/2012 12:00:00 AM,7:01,2,THURSDAY ,US 00001 BELAIR RD,MD 00152 MOUNTAIN RD,50,S,Not Applicable,12,Harford,2,NO,YES,VEH,OTHER-COLLISION
1252000144,Cumberland,01/05/2012 12:00:00 AM,3:01,1,THURSDAY ,US 00040 NATIONAL HWY,MD 00831 OLD MT SAVAGE RD,300,E,Not Applicable,1,Allegany,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1251000604,Frederick,01/05/2012 12:00:00 AM,23:01,6,THURSDAY ,US 00040 FREDERICK FREEWAY,MD 00144 W PATRICK ST,0.3,S,Not Applicable,10,Frederick,3,NO,YES,VEH,VEH
1251000579,Frederick,01/05/2012 12:00:00 AM,19:01,5,THURSDAY ,MD 00180 Jefferson Pike,CO 00227 Butterfly Ln,0,U,Not Applicable,10,Frederick,,YES,NO,VEH,VEH
1251000485,Frederick,01/05/2012 12:00:00 AM,6:01,2,THURSDAY ,IS 00070 BALTO NATIONAL PIKE,RP 00070 RAMP IS 70 TO MD 75,0,U,Not Applicable,10,Frederick,,YES,NO,FIXED OBJ,NON-COLLISION
1250000168,Jessup,01/05/2012 12:00:00 AM,15:01,4,THURSDAY ,IS 00095 NO NAME,RP 00095 RP FR IS 95 TO MD 32,0,U,Not Applicable,13,Howard,2,YES,NO,FIXED OBJ,NON-COLLISION
1380000189,,01/06/2012 12:00:00 AM,8:01,3,FRIDAY   ,MD 00213 AUGUSTINE HERMAN HWY,CO 00049 BIG WOODS RD,0.1,N,Not Applicable,14,Kent,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1350000136,Jessup,01/06/2012 12:00:00 AM,12:01,4,FRIDAY   ,IS 00095 NO NAME,RP 00095 RAMP IS 95 to MD 32,0,U,Not Applicable,13,Howard,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1295000079,Princess Anne,01/06/2012 12:00:00 AM,15:01,4,FRIDAY   ,US 00013 OCEAN HWY,CO 00088 PERRY RD,30,N,Not Applicable,19,Somerset,2,NO,YES,VEH,OTHER-COLLISION
1294000150,McHenry,01/06/2012 12:00:00 AM,13:01,4,FRIDAY   ,US 00040 NATIONAL PIKE,UU 00000 South Yoder Street,0,,Not Applicable,11,Garrett,,YES,NO,VEH,OTHER-COLLISION
1294000149,McHenry,01/06/2012 12:00:00 AM,11:01,3,FRIDAY   ,CO 00360 ACCDNT BTTNGR RD,MU 00140 SOUTH ST,0,U,Not Applicable,11,Garrett,2,YES,NO,VEH,OTHER-COLLISION
